event_index,robot_pose_x,robot_pose_y,robot_pose_z,robot_pose_th,human_pose_x,human_pose_y,human_pose_z,human_pose_th,modality,target_desired_x,target_desired_y,target_desired_z,target_head_actual_x,target_head_actual_y,target_head_actual_z,target_eyes_actual_x,target_eyes_actual_y,target_eyes_actual_z,target_arms_actual_x,target_arms_actual_y,target_arms_actual_z,target_body_actual_x,target_body_actual_y,target_body_actual_z,target_perceived_x,target_perceived_y,target_perceived_z,target_perceived_error_x,target_perceived_error_y,target_perceived_error_z,target_head_actual_error_x,target_head_actual_error_y,target_head_actual_error_z,target_eyes_actual_error_x,target_eyes_actual_error_y,target_eyes_actual_error_z,target_arms_actual_error_x,target_arms_actual_error_y,target_arms_actual_error_z,target_body_actual_error_x,target_body_actual_error_y,target_body_actual_error_z,target_head_perceived_error_x,target_head_perceived_error_y,target_head_perceived_error_z,target_eyes_perceived_error_x,target_eyes_perceived_error_y,target_eyes_perceived_error_z,target_arms_perceived_error_x,target_arms_perceived_error_y,target_arms_perceived_error_z,target_body_perceived_error_x,target_body_perceived_error_y,target_body_perceived_error_z,t_event_start,t_event_stop,t_experiment_start,t_experiment_stop
45,-36,0,45,0,36,0,45,3.14159,5,0,-28.2488,59.5968,0,-27.439,59.7142,0,-27.439,59.7142,0,-30.4821,56.4405,0,0,0,-0,-21.6167,49.4574,-0,6.63205,-10.1394,0,0.809758,0.117445,0,0.809758,0.117445,0,-2.23331,-3.15626,0,28.2488,-59.5968,-0,5.82229,-10.2568,-0,5.82229,-10.2568,-0,8.86535,-6.9831,-0,-21.6167,49.4574,2010-Mar-31 16:16:17.270750,2010-Mar-31 16:16:23.142424,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
46,-36,0,45,0,36,0,45,3.14159,5,0,-22.5099,62.3373,0,-22.5311,64.5225,0,-22.5311,64.5225,0,-24.1424,59.7181,0,0,0,-0,-23.9978,51.2723,-0,-1.48792,-11.065,0,-0.0212874,2.18519,0,-0.0212874,2.18519,0,-1.6325,-2.61925,0,22.5099,-62.3373,-0,-1.46664,-13.2502,-0,-1.46664,-13.2502,-0,0.144572,-8.44576,-0,-23.9978,51.2723,2010-Mar-31 16:16:26.915313,2010-Mar-31 16:16:33.945116,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
47,-36,0,45,0,36,0,45,3.14159,4,0,-27,33,0,1.57179,43.279,0,1.57179,43.279,0,-25.8983,33.7117,0,0,0,-0,-22.298,34.6949,-0,4.70202,1.69491,0,28.5718,10.279,0,28.5718,10.279,0,1.10173,0.711704,0,27,-33,-0,-23.8698,-8.58409,-0,-23.8698,-8.58409,-0,3.6003,0.983204,-0,-22.298,34.6949,2010-Mar-31 16:16:37.816366,2010-Mar-31 16:16:43.643497,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
48,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,7.18636,49.8075,0,7.18636,49.8075,0,-18.0914,-34.8262,0,0,0,-0,5.32281,45.5273,-0,-3.67719,-5.47273,0,-1.81364,-1.19246,0,-1.81364,-1.19246,0,-27.0914,-85.8262,0,-9,-51,-0,-1.86355,-4.28027,-0,-1.86355,-4.28027,-0,23.4142,80.3535,-0,5.32281,45.5273,2010-Mar-31 16:16:47.245720,2010-Mar-31 16:16:52.232982,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
49,-36,0,45,0,36,0,45,3.14159,4,0,-4.29997,34.0684,0,1.35054,44.3306,0,1.35054,44.3306,0,-7.74702,34.4371,0,0,0,-0,-7.59044,35.4115,-0,-3.29047,1.34313,0,5.65051,10.2623,0,5.65051,10.2623,0,-3.44705,0.368764,0,4.29997,-34.0684,-0,-8.94098,-8.91915,-0,-8.94098,-8.91915,-0,0.156575,0.974371,-0,-7.59044,35.4115,2010-Mar-31 16:16:56.177723,2010-Mar-31 16:17:00.875688,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
50,-36,0,45,0,36,0,45,3.14159,1,0,-1.63628,61.8109,0,0.908309,64.0281,0,0.908309,64.0281,0,-16.5284,-33.7212,0,0,0,-0,-3.45107,52.9913,-0,-1.81478,-8.81962,0,2.54459,2.21718,0,2.54459,2.21718,0,-14.8921,-95.5321,0,1.63628,-61.8109,-0,-4.35937,-11.0368,-0,-4.35937,-11.0368,-0,13.0773,86.7125,-0,-3.45107,52.9913,2010-Mar-31 16:17:04.690671,2010-Mar-31 16:17:09.004192,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
51,-36,0,45,0,36,0,45,3.14159,4,0,11.1858,38.8145,0,0.853053,43.5016,0,0.853053,43.5016,0,8.31554,39.0858,0,0,0,-0,18.2945,35.1609,-0,7.10877,-3.65358,0,-10.3327,4.68707,0,-10.3327,4.68707,0,-2.87022,0.271308,0,-11.1858,-38.8145,-0,17.4415,-8.34065,-0,17.4415,-8.34065,-0,9.979,-3.92489,-0,18.2945,35.1609,2010-Mar-31 16:17:12.891787,2010-Mar-31 16:17:20.853871,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
52,-36,0,45,0,36,0,45,3.14159,4,0,-22.6681,46.304,0,0.853053,43.5016,0,0.853053,43.5016,0,-23.561,45.3238,0,0,0,-0,-19.3322,38.2449,-0,3.33595,-8.05911,0,23.5212,-2.80248,0,23.5212,-2.80248,0,-0.892914,-0.980197,0,22.6681,-46.304,-0,-20.1852,-5.25664,-0,-20.1852,-5.25664,-0,4.22886,-7.07892,-0,-19.3322,38.2449,2010-Mar-31 16:17:24.504320,2010-Mar-31 16:17:32.643148,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
53,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,7.41634,49.8135,0,7.41634,49.8135,0,-17.2665,-36.536,0,0,0,-0,10.0558,44.4455,-0,1.05582,-6.55453,0,-1.58366,-1.18647,0,-1.58366,-1.18647,0,-26.2665,-87.536,0,-9,-51,-0,2.63948,-5.36806,-0,2.63948,-5.36806,-0,27.3223,80.9814,-0,10.0558,44.4455,2010-Mar-31 16:17:36.304841,2010-Mar-31 16:17:46.426161,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
54,-36,0,45,0,36,0,45,3.14159,4,0,36.945,79.8539,0,1.35054,44.5517,0,1.35054,44.5517,0,17.9928,63.7017,0,0,0,-0,19.8687,51.0659,-0,-17.0762,-28.788,0,-35.5944,-35.3022,0,-35.5944,-35.3022,0,-18.9522,-16.1522,0,-36.945,-79.8539,-0,18.5182,6.51421,-0,18.5182,6.51421,-0,1.87599,-12.6358,-0,19.8687,51.0659,2010-Mar-31 16:17:50.205382,2010-Mar-31 16:17:55.822447,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
55,-36,0,45,0,36,0,45,3.14159,1,0,-27,33,0,-26.6614,29.9634,0,-26.6614,29.9634,0,-17.2677,-33.9949,0,0,0,-0,-22.957,23.7914,-0,4.04302,-9.20856,0,0.338605,-3.03665,0,0.338605,-3.03665,0,9.7323,-66.9949,0,27,-33,-0,3.70441,-6.17192,-0,3.70441,-6.17192,-0,-5.68928,57.7863,-0,-22.957,23.7914,2010-Mar-31 16:17:59.827830,2010-Mar-31 16:18:06.282768,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
56,-36,0,45,0,36,0,45,3.14159,4,0,-14.0978,71.6405,0,1.79317,45.2703,0,1.79317,45.2703,0,-16.6686,70.3964,0,0,0,-0,-17.3115,54.6752,-0,-3.21373,-16.9653,0,15.8909,-26.3702,0,15.8909,-26.3702,0,-2.57085,-1.24413,0,14.0978,-71.6405,-0,-19.1047,9.40487,-0,-19.1047,9.40487,-0,-0.642878,-15.7212,-0,-17.3115,54.6752,2010-Mar-31 16:18:10.028399,2010-Mar-31 16:18:14.588065,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
57,-36,0,45,0,36,0,45,3.14159,1,0,14.3762,28.9576,0,13.3467,29.3642,0,13.3467,29.3642,0,-17.4484,-35.1067,0,0,0,-0,9.73445,24.2473,-0,-4.64174,-4.71028,0,-1.02952,0.406556,0,-1.02952,0.406556,0,-31.8246,-64.0643,0,-14.3762,-28.9576,-0,-3.61222,-5.11683,-0,-3.61222,-5.11683,-0,27.1829,59.3541,-0,9.73445,24.2473,2010-Mar-31 16:18:18.331952,2010-Mar-31 16:18:26.012609,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
58,-36,0,45,0,36,0,45,3.14159,4,0,9,51,0,-0.0306796,47.5938,0,-0.0306796,47.5938,0,5.2331,56.3705,0,0,0,-0,6.93559,44.1453,-0,-2.06441,-6.85469,0,-9.03068,-3.40616,0,-9.03068,-3.40616,0,-3.7669,5.37048,0,-9,-51,-0,6.96627,-3.44853,-0,6.96627,-3.44853,-0,1.70249,-12.2252,-0,6.93559,44.1453,2010-Mar-31 16:18:29.940253,2010-Mar-31 16:18:34.393171,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
59,-36,0,45,0,36,0,45,3.14159,5,0,43.3082,69.4421,0,41.1491,69.7276,0,41.1491,69.7276,0,27.7615,56.6514,0,0,0,-0,39.7815,63.25,-0,-3.52672,-6.19214,0,-2.15916,0.285433,0,-2.15916,0.285433,0,-15.5468,-12.7908,0,-43.3082,-69.4421,-0,-1.36756,-6.47757,-0,-1.36756,-6.47757,-0,12.02,6.59862,-0,39.7815,63.25,2010-Mar-31 16:18:38.056093,2010-Mar-31 16:18:43.373655,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
60,-36,0,45,0,36,0,45,3.14159,4,0,-36.9328,38.1468,0,-2.24251,43.2218,0,-2.24251,43.2218,0,-39.2251,38.4226,0,0,0,-0,-32.0776,34.809,-0,4.85518,-3.33786,0,34.6903,5.075,0,34.6903,5.075,0,-2.2923,0.275732,0,36.9328,-38.1468,-0,-29.8351,-8.41286,-0,-29.8351,-8.41286,-0,7.14748,-3.6136,-0,-32.0776,34.809,2010-Mar-31 16:18:47.406400,2010-Mar-31 16:18:53.872532,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
61,-36,0,45,0,36,0,45,3.14159,5,0,21.2177,78.736,0,21.6109,72.3063,0,21.6109,72.3063,0,9.12458,69.8967,0,0,0,-0,17.5282,67.2067,-0,-3.68951,-11.5293,0,0.393204,-6.42967,0,0.393204,-6.42967,0,-12.0932,-8.83933,0,-21.2177,-78.736,-0,-4.08271,-5.09964,-0,-4.08271,-5.09964,-0,8.40365,-2.68999,-0,17.5282,67.2067,2010-Mar-31 16:18:57.612415,2010-Mar-31 16:19:04.747402,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
62,-36,0,45,0,36,0,45,3.14159,5,0,-22.5267,47.0026,0,-21.6193,44.2842,0,-21.6193,44.2842,0,-23.5289,46.7193,0,0,0,-0,-24.1719,41.1309,-0,-1.64523,-5.87161,0,0.907414,-2.71835,0,0.907414,-2.71835,0,-1.00216,-0.283259,0,22.5267,-47.0026,-0,-2.55264,-3.15325,-0,-2.55264,-3.15325,-0,-0.643066,-5.58835,-0,-24.1719,41.1309,2010-Mar-31 16:19:08.429939,2010-Mar-31 16:19:16.430559,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
63,-36,0,45,0,36,0,45,3.14159,4,0,9,51,0,1.57179,44.3858,0,1.57179,44.3858,0,4.8264,50.6421,0,0,0,-0,0.699362,43.0417,-0,-8.30064,-7.95835,0,-7.42821,-6.61424,0,-7.42821,-6.61424,0,-4.1736,-0.357919,0,-9,-51,-0,-0.872431,-1.34411,-0,-0.872431,-1.34411,-0,-4.12703,-7.60043,-0,0.699362,43.0417,2010-Mar-31 16:19:20.430499,2010-Mar-31 16:19:24.789216,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
64,-36,0,45,0,36,0,45,3.14159,1,0,10.0546,48.571,0,8.34228,46.5819,0,8.34228,46.5819,0,-17.0667,-29.8061,0,0,0,-0,3.24498,40.6906,-0,-6.80964,-7.88039,0,-1.71233,-1.98907,0,-1.71233,-1.98907,0,-27.1213,-78.377,0,-10.0546,-48.571,-0,-5.09731,-5.89132,-0,-5.09731,-5.89132,-0,20.3117,70.4966,-0,3.24498,40.6906,2010-Mar-31 16:19:28.440431,2010-Mar-31 16:19:33.363032,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
65,-36,0,45,0,36,0,45,3.14159,4,0,-9.394,63.2563,0,1.07411,46.5417,0,1.07411,46.5417,0,-11.4792,67.6826,0,0,0,-0,-15.0627,56.8462,-0,-5.66872,-6.41002,0,10.4681,-16.7145,0,10.4681,-16.7145,0,-2.08516,4.42633,0,9.394,-63.2563,-0,-16.1368,10.3045,-0,-16.1368,10.3045,-0,-3.58356,-10.8363,-0,-15.0627,56.8462,2010-Mar-31 16:19:37.143704,2010-Mar-31 16:19:41.979040,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
66,-36,0,45,0,36,0,45,3.14159,4,0,44.9392,46.2182,0,1.12938,46.5418,0,1.12938,46.5418,0,41.7457,42.6494,0,0,0,-0,18.743,36.1228,-0,-26.1961,-10.0954,0,-43.8098,0.323571,0,-43.8098,0.323571,0,-3.1935,-3.56886,0,-44.9392,-46.2182,-0,17.6136,-10.419,-0,17.6136,-10.419,-0,-23.0026,-6.52655,-0,18.743,36.1228,2010-Mar-31 16:19:45.744317,2010-Mar-31 16:19:56.073351,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
67,-36,0,45,0,36,0,45,3.14159,4,0,27,33,0,1.12938,46.5418,0,1.12938,46.5418,0,24.0132,34.4371,0,0,0,-0,20.208,36.5227,-0,-6.79203,3.52269,0,-25.8706,13.5418,0,-25.8706,13.5418,0,-2.98681,1.43711,0,-27,-33,-0,19.0786,-10.0191,-0,19.0786,-10.0191,-0,-3.80522,2.08557,-0,20.208,36.5227,2010-Mar-31 16:19:59.951048,2010-Mar-31 16:20:04.738595,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
68,-36,0,45,0,36,0,45,3.14159,4,0,-52.2126,69.3554,0,1.07411,46.5417,0,1.07411,46.5417,0,-62.431,62.7077,0,0,0,-0,-35.2062,40.4829,-0,17.0064,-28.8725,0,53.2867,-22.8137,0,53.2867,-22.8137,0,-10.2184,-6.6477,0,52.2126,-69.3554,-0,-36.2803,-6.05884,-0,-36.2803,-6.05884,-0,27.2248,-22.2248,-0,-35.2062,40.4829,2010-Mar-31 16:20:08.560973,2010-Mar-31 16:20:14.462517,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
69,-36,0,45,0,36,0,45,3.14159,1,0,4.82537,31.4456,0,2.6802,30.2987,0,2.6802,30.2987,0,-17.4281,-38.3119,0,0,0,-0,-2.01642,31.4939,-0,-6.84179,0.0483096,0,-2.14517,-1.14691,0,-2.14517,-1.14691,0,-22.2535,-69.7576,0,-4.82537,-31.4456,-0,-4.69661,1.19522,-0,-4.69661,1.19522,-0,15.4117,69.8059,-0,-2.01642,31.4939,2010-Mar-31 16:20:18.062923,2010-Mar-31 16:20:23.122714,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
68,-36,0,45,0,36,0,45,3.14159,4,0,-52.2126,69.3554,0,2.6802,46.8228,0,2.6802,46.8228,0,-60.4027,63.3675,0,0,0,-0,-37.7928,42.6866,-0,14.4198,-26.6688,0,54.8928,-22.5326,0,54.8928,-22.5326,0,-8.19004,-5.98793,0,52.2126,-69.3554,-0,-40.473,-4.1362,-0,-40.473,-4.1362,-0,22.6098,-20.6809,-0,-37.7928,42.6866,2010-Mar-31 16:21:45.722408,2010-Mar-31 16:21:53.315813,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
69,-36,0,45,0,36,0,45,3.14159,1,0,4.82537,31.4456,0,2.6802,30.2987,0,2.6802,30.2987,0,-16.5854,-35.9589,0,0,0,-0,-2.97315,32.104,-0,-7.79852,0.658375,0,-2.14517,-1.14691,0,-2.14517,-1.14691,0,-21.4108,-67.4045,0,-4.82537,-31.4456,-0,-5.65335,1.80529,-0,-5.65335,1.80529,-0,13.6123,68.0629,-0,-2.97315,32.104,2010-Mar-31 16:21:57.329621,2010-Mar-31 16:22:01.823507,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
70,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,6.95695,49.0599,0,6.95695,49.0599,0,-16.5854,-35.9589,0,0,0,-0,1.12316,45.5346,-0,-7.87684,-5.46535,0,-2.04305,-1.94014,0,-2.04305,-1.94014,0,-25.5854,-86.9589,0,-9,-51,-0,-5.83379,-3.52522,-0,-5.83379,-3.52522,-0,17.7086,81.4935,-0,1.12316,45.5346,2010-Mar-31 16:22:05.531273,2010-Mar-31 16:22:10.424550,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
71,-36,0,45,0,36,0,45,3.14159,4,0,-9,51,0,1.51647,44.9939,0,1.51647,44.9939,0,-10.4108,50.5798,0,0,0,-0,-12.6053,46.3419,-0,-3.60529,-4.65806,0,10.5165,-6.00614,0,10.5165,-6.00614,0,-1.4108,-0.42019,0,9,-51,-0,-14.1218,1.34808,-0,-14.1218,1.34808,-0,-2.19449,-4.23787,-0,-12.6053,46.3419,2010-Mar-31 16:22:14.231800,2010-Mar-31 16:22:18.736179,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
72,-36,0,45,0,36,0,45,3.14159,1,0,26.0191,55.3513,0,26.3963,54.5141,0,26.3963,54.5141,0,-16.573,-29.8061,0,0,0,-0,28.0029,54.5709,-0,1.98382,-0.780364,0,0.377227,-0.837236,0,0.377227,-0.837236,0,-42.592,-85.1574,0,-26.0191,-55.3513,-0,1.6066,0.0568723,-0,1.6066,0.0568723,-0,44.5758,84.377,-0,28.0029,54.5709,2010-Mar-31 16:22:22.435356,2010-Mar-31 16:22:31.493341,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
73,-36,0,45,0,36,0,45,3.14159,4,0,-50.4637,28.4551,0,-1.57794,42.6135,0,-1.57794,42.6135,0,-47.9085,32.1374,0,0,0,-0,-32.4415,31.7529,-0,18.0222,3.29781,0,48.8858,14.1584,0,48.8858,14.1584,0,2.55518,3.68232,0,50.4637,-28.4551,-0,-30.8636,-10.8606,-0,-30.8636,-10.8606,-0,15.467,-0.384513,-0,-32.4415,31.7529,2010-Mar-31 16:22:35.256388,2010-Mar-31 16:22:44.058372,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
74,-36,0,45,0,36,0,45,3.14159,4,0,-9,51,0,-1.57794,42.558,0,-1.57794,42.558,0,-9.66815,51.3317,0,0,0,-0,-12.0735,46.9057,-0,-3.07353,-4.09431,0,7.42206,-8.44203,0,7.42206,-8.44203,0,-0.668151,0.331674,0,9,-51,-0,-10.4956,4.34772,-0,-10.4956,4.34772,-0,-2.40538,-4.42598,-0,-12.0735,46.9057,2010-Mar-31 16:22:47.677865,2010-Mar-31 16:22:51.742614,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
75,-36,0,45,0,36,0,45,3.14159,4,0,16.8517,29.2715,0,-1.57794,42.558,0,-1.57794,42.558,0,13.3189,31.0003,0,0,0,-0,17.4836,31.8966,-0,0.631868,2.62504,0,-18.4297,13.2864,0,-18.4297,13.2864,0,-3.5328,1.72881,0,-16.8517,-29.2715,-0,19.0615,-10.6614,-0,19.0615,-10.6614,-0,4.16466,0.896234,-0,17.4836,31.8966,2010-Mar-31 16:22:55.312978,2010-Mar-31 16:23:02.823760,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
76,-36,0,45,0,36,0,45,3.14159,4,0,-27,33,0,-1.57794,42.558,0,-1.57794,42.558,0,-26.885,34.2142,0,0,0,-0,-22.6603,35.2428,-0,4.33975,2.24277,0,25.4221,9.55797,0,25.4221,9.55797,0,0.114992,1.21422,0,27,-33,-0,-21.0823,-7.3152,-0,-21.0823,-7.3152,-0,4.22476,1.02855,-0,-22.6603,35.2428,2010-Mar-31 16:23:06.516447,2010-Mar-31 16:23:11.207247,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
77,-36,0,45,0,36,0,45,3.14159,4,0,-15.1396,71.3502,0,-1.57794,42.558,0,-1.57794,42.558,0,-17.6078,69.2084,0,0,0,-0,-20.81,56.6582,-0,-5.67037,-14.692,0,13.5617,-28.7922,0,13.5617,-28.7922,0,-2.46818,-2.14177,0,15.1396,-71.3502,-0,-19.2321,14.1002,-0,-19.2321,14.1002,-0,-3.2022,-12.5503,-0,-20.81,56.6582,2010-Mar-31 16:23:14.819147,2010-Mar-31 16:23:21.932458,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
78,-36,0,45,0,36,0,45,3.14159,4,0,27,33,0,-1.57794,42.558,0,-1.57794,42.558,0,23.4084,34.6598,0,0,0,-0,15.173,31.0594,-0,-11.827,-1.9406,0,-28.5779,9.55797,0,-28.5779,9.55797,0,-3.59157,1.65976,0,-27,-33,-0,16.7509,-11.4986,-0,16.7509,-11.4986,-0,-8.23546,-3.60036,-0,15.173,31.0594,2010-Mar-31 16:23:25.534098,2010-Mar-31 16:23:33.922418,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
79,-36,0,45,0,36,0,45,3.14159,4,0,35.1947,51.1778,0,-1.57794,42.558,0,-1.57794,42.558,0,30.7188,47.0131,0,0,0,-0,18.4974,35.3872,-0,-16.6973,-15.7906,0,-36.7726,-8.61979,0,-36.7726,-8.61979,0,-4.47592,-4.16465,0,-35.1947,-51.1778,-0,20.0753,-7.17079,-0,20.0753,-7.17079,-0,-12.2214,-11.6259,-0,18.4974,35.3872,2010-Mar-31 16:23:37.339290,2010-Mar-31 16:23:43.164568,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
80,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,8.28411,50.2996,0,8.28411,50.2996,0,-17.6585,-37.1204,0,0,0,-0,11.5075,47.5718,-0,2.50753,-3.42821,0,-0.715885,-0.700391,0,-0.715885,-0.700391,0,-26.6585,-88.1204,0,-9,-51,-0,3.22341,-2.72782,-0,3.22341,-2.72782,-0,29.166,84.6922,-0,11.5075,47.5718,2010-Mar-31 16:23:46.756443,2010-Mar-31 16:23:51.630281,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
81,-36,0,45,0,36,0,45,3.14159,1,0,-27,33,0,-26.4057,30.0143,0,-26.4057,30.0143,0,-17.6585,-37.1204,0,0,0,-0,-19.7142,31.8697,-0,7.28582,-1.13026,0,0.594272,-2.98573,0,0.594272,-2.98573,0,9.34154,-70.1204,0,27,-33,-0,6.69155,1.85547,-0,6.69155,1.85547,-0,-2.05572,68.9901,-0,-19.7142,31.8697,2010-Mar-31 16:23:55.356979,2010-Mar-31 16:24:01.992831,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
82,-36,0,45,0,36,0,45,3.14159,4,0,28.3649,78.6335,0,2.01468,45.2704,0,2.01468,45.2704,0,13.2497,66.1281,0,0,0,-0,15.5593,59.0663,-0,-12.8055,-19.5672,0,-26.3502,-33.3631,0,-26.3502,-33.3631,0,-15.1152,-12.5054,0,-28.3649,-78.6335,-0,13.5447,13.7959,-0,13.5447,13.7959,-0,2.30965,-7.06186,-0,15.5593,59.0663,2010-Mar-31 16:24:05.717217,2010-Mar-31 16:24:13.623255,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
83,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,7.18636,49.35,0,7.18636,49.35,0,-17.4301,-35.9589,0,0,0,-0,7.60418,47.8528,-0,-1.39582,-3.14722,0,-1.81364,-1.64998,0,-1.81364,-1.64998,0,-26.4301,-86.9589,0,-9,-51,-0,0.417816,-1.49724,-0,0.417816,-1.49724,-0,25.0343,83.8117,-0,7.60418,47.8528,2010-Mar-31 16:24:17.343024,2010-Mar-31 16:24:21.903757,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
84,-36,0,45,0,36,0,45,3.14159,1,0,-27,33,0,-26.747,29.9462,0,-26.747,29.9462,0,-17.4903,-35.1067,0,0,0,-0,-22.0998,24.1139,-0,4.90021,-8.88612,0,0.252995,-3.05377,0,0.252995,-3.05377,0,9.50971,-68.1067,0,27,-33,-0,4.64722,-5.83235,-0,4.64722,-5.83235,-0,-4.60949,59.2206,-0,-22.0998,24.1139,2010-Mar-31 16:24:25.548525,2010-Mar-31 16:24:32.143136,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
85,-36,0,45,0,36,0,45,3.14159,4,0,27,33,0,2.18091,45.4365,0,2.18091,45.4365,0,23.3245,34.1585,0,0,0,-0,18.802,33.2048,-0,-8.19796,0.204809,0,-24.8191,12.4365,0,-24.8191,12.4365,0,-3.67549,1.15846,0,-27,-33,-0,16.6211,-12.2317,-0,16.6211,-12.2317,-0,-4.52247,-0.953649,-0,18.802,33.2048,2010-Mar-31 16:24:35.863978,2010-Mar-31 16:24:44.163882,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
86,-36,0,45,0,36,0,45,3.14159,5,0,-15.5866,45.1116,0,-15.7306,45.4754,0,-15.7306,45.4754,0,-17.8538,44.9211,0,0,0,-0,-16.3566,42.7701,-0,-0.770039,-2.34153,0,-0.144093,0.363856,0,-0.144093,0.363856,0,-2.26725,-0.190541,0,15.5866,-45.1116,-0,-0.625946,-2.70539,-0,-0.625946,-2.70539,-0,1.49721,-2.15099,-0,-16.3566,42.7701,2010-Mar-31 16:24:48.072161,2010-Mar-31 16:24:52.620874,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
87,-36,0,45,0,36,0,45,3.14159,1,0,-27,33,0,-26.747,30.1755,0,-26.747,30.1755,0,-17.6581,-35.9589,0,0,0,-0,-19.416,26.2926,-0,7.58397,-6.7074,0,0.252995,-2.82447,0,0.252995,-2.82447,0,9.34192,-68.9589,0,27,-33,-0,7.33098,-3.88292,-0,7.33098,-3.88292,-0,-1.75794,62.2515,-0,-19.416,26.2926,2010-Mar-31 16:24:56.472725,2010-Mar-31 16:25:01.824229,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
88,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,7.18636,49.35,0,7.18636,49.35,0,-17.6588,-38.3119,0,0,0,-0,4.29216,45.2547,-0,-4.70784,-5.74531,0,-1.81364,-1.64998,0,-1.81364,-1.64998,0,-26.6588,-89.3119,0,-9,-51,-0,-2.89421,-4.09534,-0,-2.89421,-4.09534,-0,21.951,83.5666,-0,4.29216,45.2547,2010-Mar-31 16:25:05.821990,2010-Mar-31 16:25:13.188418,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
89,-36,0,45,0,36,0,45,3.14159,5,0,-45.7793,55.3446,0,-41.806,52.5696,0,-41.806,52.5696,0,-53.1033,50.0841,0,0,0,-0,-34.3194,42.9945,-0,11.4599,-12.3501,0,3.97334,-2.77501,0,3.97334,-2.77501,0,-7.32392,-5.26058,0,45.7793,-55.3446,-0,7.4866,-9.57513,-0,7.4866,-9.57513,-0,18.7839,-7.08956,-0,-34.3194,42.9945,2010-Mar-31 16:25:17.060942,2010-Mar-31 16:25:26.328184,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
