event_index,robot_pose_x,robot_pose_y,robot_pose_z,robot_pose_th,human_pose_x,human_pose_y,human_pose_z,human_pose_th,modality,target_desired_x,target_desired_y,target_desired_z,target_head_actual_x,target_head_actual_y,target_head_actual_z,target_eyes_actual_x,target_eyes_actual_y,target_eyes_actual_z,target_arms_actual_x,target_arms_actual_y,target_arms_actual_z,target_body_actual_x,target_body_actual_y,target_body_actual_z,target_perceived_x,target_perceived_y,target_perceived_z,target_perceived_error_x,target_perceived_error_y,target_perceived_error_z,target_head_actual_error_x,target_head_actual_error_y,target_head_actual_error_z,target_eyes_actual_error_x,target_eyes_actual_error_y,target_eyes_actual_error_z,target_arms_actual_error_x,target_arms_actual_error_y,target_arms_actual_error_z,target_body_actual_error_x,target_body_actual_error_y,target_body_actual_error_z,target_head_perceived_error_x,target_head_perceived_error_y,target_head_perceived_error_z,target_eyes_perceived_error_x,target_eyes_perceived_error_y,target_eyes_perceived_error_z,target_arms_perceived_error_x,target_arms_perceived_error_y,target_arms_perceived_error_z,target_body_perceived_error_x,target_body_perceived_error_y,target_body_perceived_error_z,t_event_start,t_event_stop,t_experiment_start,t_experiment_stop,point_type
9,-36,0,45,0,36,0,45,3.14159,1,-0,-42.6948,49.5173,0,-35.0433,46.9945,0,-35.0433,46.9945,0,-16.9529,-34.9756,0,0,0,-0,34.0552,30.2877,0,76.75,-19.2296,0,7.65145,-2.52279,0,7.65145,-2.52279,0,25.7419,-84.4929,0,42.6948,-49.5173,-0,69.0985,-16.7068,-0,69.0985,-16.7068,-0,51.0081,65.2633,-0,34.0552,30.2877,2010-Jul-26 16:21:14.859400,2010-Jul-26 16:21:18.313706,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
10,-36,0,45,0,36,0,45,3.14159,1,-0,-52.2023,50.7358,0,-44.73,47.2795,0,-44.73,47.2795,0,-16.9514,-38.4731,0,0,0,-0,34.0697,30.2575,0,86.272,-20.4783,0,7.47231,-3.45634,0,7.47231,-3.45634,0,35.2509,-89.2089,0,52.2023,-50.7358,-0,78.7997,-17.022,-0,78.7997,-17.022,-0,51.021,68.7306,-0,34.0697,30.2575,2010-Jul-26 16:21:24.304164,2010-Jul-26 16:21:29.901827,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
11,-36,0,45,0,36,0,45,3.14159,1,-0,-65.0671,51.9857,0,-53.561,47.562,0,-53.561,47.562,0,-16.9514,-38.4731,0,0,0,-0,34.1072,30.2596,0,99.1743,-21.7261,0,11.5061,-4.42367,0,11.5061,-4.42367,0,48.1157,-90.4588,0,65.0671,-51.9857,-0,87.6683,-17.3024,-0,87.6683,-17.3024,-0,51.0586,68.7328,-0,34.1072,30.2596,2010-Jul-26 16:21:34.532314,2010-Jul-26 16:21:39.387013,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
12,-36,0,45,0,36,0,45,3.14159,4,-0,62.3372,48.0783,0,-2.33492,46.4322,0,-2.33492,46.4322,0,61.5394,42.6756,0,0,0,-0,34.0453,30.2787,0,-28.2919,-17.7996,0,-64.6721,-1.6461,0,-64.6721,-1.6461,0,-0.797759,-5.40266,0,-62.3372,-48.0783,-0,36.3802,-16.1535,-0,36.3802,-16.1535,-0,-27.4941,-12.3969,-0,34.0453,30.2787,2010-Jul-26 16:21:44.625450,2010-Jul-26 16:22:03.888967,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
13,-36,0,45,0,36,0,45,3.14159,4,-0,51.5498,47.9569,0,-2.33492,46.4322,0,-2.33492,46.4322,0,50.6187,43.0136,0,0,0,-0,34.1583,30.3137,0,-17.3915,-17.6432,0,-53.8847,-1.5247,0,-53.8847,-1.5247,0,-0.931119,-4.94329,0,-51.5498,-47.9569,-0,36.4933,-16.1185,-0,36.4933,-16.1185,-0,-16.4603,-12.6999,-0,34.1583,30.3137,2010-Jul-26 16:22:08.287215,2010-Jul-26 16:22:11.474743,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
14,-36,0,45,0,36,0,45,3.14159,4,-0,40.8919,47.941,0,-2.33492,46.4322,0,-2.33492,46.4322,0,40.1006,43.6924,0,0,0,-0,34.0377,30.2985,0,-6.85417,-17.6425,0,-43.2268,-1.5088,0,-43.2268,-1.5088,0,-0.79129,-4.24864,0,-40.8919,-47.941,-0,36.3726,-16.1337,-0,36.3726,-16.1337,-0,-6.06288,-13.3939,-0,34.0377,30.2985,2010-Jul-26 16:22:15.712582,2010-Jul-26 16:22:19.371623,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
15,-36,0,45,0,36,0,45,3.14159,4,-0,29.8511,48.518,0,-2.33492,46.4322,0,-2.33492,46.4322,0,28.1331,45.0628,0,0,0,-0,34.167,30.2876,0,4.31589,-18.2304,0,-32.186,-2.0858,0,-32.186,-2.0858,0,-1.71796,-3.45522,0,-29.8511,-48.518,-0,36.5019,-16.1446,-0,36.5019,-16.1446,-0,6.03385,-14.7752,-0,34.167,30.2876,2010-Jul-26 16:22:23.827726,2010-Jul-26 16:22:27.574967,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
16,-36,0,45,0,36,0,45,3.14159,4,-0,15.438,48.8474,0,-2.33492,46.4322,0,-2.33492,46.4322,0,13.1295,47.6914,0,0,0,-0,34.0607,30.2923,0,18.6227,-18.5551,0,-17.7729,-2.4152,0,-17.7729,-2.4152,0,-2.30854,-1.15599,0,-15.438,-48.8474,-0,36.3956,-16.1399,-0,36.3956,-16.1399,-0,20.9312,-17.3991,-0,34.0607,30.2923,2010-Jul-26 16:22:31.890427,2010-Jul-26 16:22:35.120400,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
17,-36,0,45,0,36,0,45,3.14159,4,-0,2.68881,48.5273,0,-2.33492,46.4322,0,-2.33492,46.4322,0,0.108369,46.7467,0,0,0,-0,34.0657,30.2865,0,31.3769,-18.2408,0,-5.02373,-2.0951,0,-5.02373,-2.0951,0,-2.58044,-1.78063,0,-2.68881,-48.5273,-0,36.4007,-16.1457,-0,36.4007,-16.1457,-0,33.9574,-16.4602,-0,34.0657,30.2865,2010-Jul-26 16:22:40.213386,2010-Jul-26 16:22:43.158478,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
18,-36,0,45,0,36,0,45,3.14159,4,-0,-8.5563,48.9418,0,-2.33492,46.4322,0,-2.33492,46.4322,0,-9.90314,48.649,0,0,0,-0,34.0797,30.2472,0,42.636,-18.6946,0,6.22138,-2.5096,0,6.22138,-2.5096,0,-1.34684,-0.292758,0,8.5563,-48.9418,-0,36.4146,-16.185,-0,36.4146,-16.185,-0,43.9828,-18.4018,-0,34.0797,30.2472,2010-Jul-26 16:22:48.520606,2010-Jul-26 16:22:52.132501,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
19,-36,0,45,0,36,0,45,3.14159,4,-0,-19.9362,49.4044,0,-2.33492,46.4322,0,-2.33492,46.4322,0,-18.9764,48.4083,0,0,0,-0,34.0815,30.2726,0,54.0177,-19.1318,0,17.6013,-2.9722,0,17.6013,-2.9722,0,0.959808,-0.996053,0,19.9362,-49.4044,-0,36.4165,-16.1596,-0,36.4165,-16.1596,-0,53.0579,-18.1358,-0,34.0815,30.2726,2010-Jul-26 16:22:57.648892,2010-Jul-26 16:23:09.045458,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
20,-36,0,45,0,36,0,45,3.14159,4,-0,-31.3695,49.5096,0,-2.33492,46.4322,0,-2.33492,46.4322,0,-31.4392,47.6914,0,0,0,-0,34.0936,30.3204,0,65.4631,-19.1892,0,29.0346,-3.0774,0,29.0346,-3.0774,0,-0.0697119,-1.81819,0,31.3695,-49.5096,-0,36.4286,-16.1118,-0,36.4286,-16.1118,-0,65.5329,-17.371,-0,34.0936,30.3204,2010-Jul-26 16:23:13.725547,2010-Jul-26 16:23:19.203765,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
21,-36,0,45,0,36,0,45,3.14159,4,-0,-42.6948,49.5173,0,-2.33492,46.4322,0,-2.33492,46.4322,0,-42.6667,46.2204,0,0,0,-0,34.0765,30.2948,0,76.7713,-19.2225,0,40.3599,-3.0851,0,40.3599,-3.0851,0,0.0280849,-3.2969,0,42.6948,-49.5173,-0,36.4115,-16.1374,-0,36.4115,-16.1374,-0,76.7433,-15.9256,-0,34.0765,30.2948,2010-Jul-26 16:23:24.092320,2010-Jul-26 16:23:28.064589,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
22,-36,0,45,0,36,0,45,3.14159,4,-0,-52.2023,50.7358,0,-2.33492,46.4322,0,-2.33492,46.4322,0,-51.7862,45.9876,0,0,0,-0,34.0647,30.2545,0,86.267,-20.4813,0,49.8674,-4.3036,0,49.8674,-4.3036,0,0.416147,-4.74819,0,52.2023,-50.7358,-0,36.3996,-16.1777,-0,36.3996,-16.1777,-0,85.8509,-15.7331,-0,34.0647,30.2545,2010-Jul-26 16:23:33.143539,2010-Jul-26 16:23:36.461761,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
23,-36,0,45,0,36,0,45,3.14159,4,-0,-65.0671,51.9857,0,-2.1686,46.4318,0,-2.1686,46.4318,0,-65.4007,46.0457,0,0,0,-0,34.06,30.315,0,99.1271,-21.6707,0,62.8985,-5.55392,0,62.8985,-5.55392,0,-0.333589,-5.93995,0,65.0671,-51.9857,-0,36.2286,-16.1168,-0,36.2286,-16.1168,-0,99.4607,-15.7307,-0,34.06,30.315,2010-Jul-26 16:23:41.242122,2010-Jul-26 16:23:45.605947,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
24,-36,0,45,0,36,0,45,3.14159,5,-0,62.3372,48.0783,0,36.6439,47.0393,0,36.6439,47.0393,0,60.3996,43.0136,0,0,0,-0,34.0861,30.2796,0,-28.2511,-17.7987,0,-25.6933,-1.03896,0,-25.6933,-1.03896,0,-1.93758,-5.06469,0,-62.3372,-48.0783,-0,-2.55778,-16.7598,-0,-2.55778,-16.7598,-0,-26.3135,-12.7341,-0,34.0861,30.2796,2010-Jul-26 16:23:50.779225,2010-Jul-26 16:23:55.144370,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
25,-36,0,45,0,36,0,45,3.14159,5,-0,51.5498,47.9569,0,34.8883,46.9902,0,34.8883,46.9902,0,50.2196,43.7491,0,0,0,-0,34.0623,30.2701,0,-17.4875,-17.6868,0,-16.6615,-0.966678,0,-16.6615,-0.966678,0,-1.3302,-4.20779,0,-51.5498,-47.9569,-0,-0.826079,-16.7201,-0,-0.826079,-16.7201,-0,-16.1574,-13.479,-0,34.0623,30.2701,2010-Jul-26 16:24:00.383676,2010-Jul-26 16:24:04.563573,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
26,-36,0,45,0,36,0,45,3.14159,5,-0,40.8919,47.941,0,29.7091,46.853,0,29.7091,46.853,0,39.6665,44.3182,0,0,0,-0,34.1071,30.2851,0,-6.78483,-17.6559,0,-11.1828,-1.08798,0,-11.1828,-1.08798,0,-1.22537,-3.62283,0,-40.8919,-47.941,-0,4.39796,-16.5679,-0,4.39796,-16.5679,-0,-5.55946,-14.0331,-0,34.1071,30.2851,2010-Jul-26 16:24:09.104908,2010-Jul-26 16:24:12.202748,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
27,-36,0,45,0,36,0,45,3.14159,5,-0,29.8511,48.518,0,23.5605,46.7081,0,23.5605,46.7081,0,27.6288,45.8134,0,0,0,-0,34.0305,30.2835,0,4.17944,-18.2345,0,-6.29056,-1.80994,0,-6.29056,-1.80994,0,-2.2223,-2.70455,0,-29.8511,-48.518,-0,10.47,-16.4246,-0,10.47,-16.4246,-0,6.40174,-15.5299,-0,34.0305,30.2835,2010-Jul-26 16:24:16.843298,2010-Jul-26 16:24:19.643726,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
28,-36,0,45,0,36,0,45,3.14159,5,-0,15.438,48.8474,0,12.4329,46.512,0,12.4329,46.512,0,12.7512,46.9817,0,0,0,-0,34.0854,30.2668,0,18.6474,-18.5806,0,-3.00513,-2.33538,0,-3.00513,-2.33538,0,-2.68678,-1.86568,0,-15.438,-48.8474,-0,21.6525,-16.2452,-0,21.6525,-16.2452,-0,21.3342,-16.7149,-0,34.0854,30.2668,2010-Jul-26 16:24:24.276385,2010-Jul-26 16:24:27.680748,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
29,-36,0,45,0,36,0,45,3.14159,5,-0,2.68881,48.5273,0,2.47667,46.4326,0,2.47667,46.4326,0,-0.734955,48.1087,0,0,0,-0,34.0254,30.2551,0,31.3366,-18.2722,0,-0.212137,-2.09473,0,-0.212137,-2.09473,0,-3.42377,-0.418598,0,-2.68881,-48.5273,-0,31.5487,-16.1774,-0,31.5487,-16.1774,-0,34.7604,-17.8536,-0,34.0254,30.2551,2010-Jul-26 16:24:32.819448,2010-Jul-26 16:24:37.514203,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
30,-36,0,45,0,36,0,45,3.14159,5,-0,-8.5563,48.9418,0,-5.74839,46.4473,0,-5.74839,46.4473,0,-9.76494,48.5888,0,0,0,-0,33.9956,30.2905,0,42.5519,-18.6513,0,2.80791,-2.4945,0,2.80791,-2.4945,0,-1.20864,-0.353015,0,8.5563,-48.9418,-0,39.744,-16.1568,-0,39.744,-16.1568,-0,43.7606,-18.2983,-0,33.9956,30.2905,2010-Jul-26 16:24:42.449177,2010-Jul-26 16:24:46.083294,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
31,-36,0,45,0,36,0,45,3.14159,5,-0,-19.9362,49.4044,0,-16.705,46.5756,0,-16.705,46.5756,0,-18.5848,49.1331,0,0,0,-0,34.041,30.2772,0,53.9772,-19.1272,0,3.23122,-2.82883,0,3.23122,-2.82883,0,1.3514,-0.271255,0,19.9362,-49.4044,-0,50.746,-16.2984,-0,50.746,-16.2984,-0,52.6258,-18.856,-0,34.041,30.2772,2010-Jul-26 16:24:51.514722,2010-Jul-26 16:24:54.689410,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
32,-36,0,45,0,36,0,45,3.14159,5,-0,-31.3695,49.5096,0,-26.6329,46.7778,0,-26.6329,46.7778,0,-31.6265,47.3949,0,0,0,-0,34.1869,30.2913,0,65.5564,-19.2183,0,4.7366,-2.73181,0,4.7366,-2.73181,0,-0.256951,-2.11474,0,31.3695,-49.5096,-0,60.8199,-16.4865,-0,60.8199,-16.4865,-0,65.8134,-17.1036,-0,34.1869,30.2913,2010-Jul-26 16:24:59.827939,2010-Jul-26 16:25:03.295239,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
33,-36,0,45,0,36,0,45,3.14159,5,-0,-42.6948,49.5173,0,-36.6939,47.0408,0,-36.6939,47.0408,0,-42.2805,46.7467,0,0,0,-0,34.1798,30.2881,0,76.8746,-19.2292,0,6.00093,-2.47654,0,6.00093,-2.47654,0,0.41428,-2.77063,0,42.6948,-49.5173,-0,70.8737,-16.7526,-0,70.8737,-16.7526,-0,76.4604,-16.4586,-0,34.1798,30.2881,2010-Jul-26 16:25:09.378461,2010-Jul-26 16:25:19.740755,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
34,-36,0,45,0,36,0,45,3.14159,5,-0,-52.2023,50.7358,0,-44.73,47.2795,0,-44.73,47.2795,0,-51.2382,46.0457,0,0,0,-0,34.1361,30.291,0,86.3384,-20.4448,0,7.47231,-3.45634,0,7.47231,-3.45634,0,0.964132,-4.69005,0,52.2023,-50.7358,-0,78.8661,-16.9885,-0,78.8661,-16.9885,-0,85.3743,-15.7548,-0,34.1361,30.291,2010-Jul-26 16:25:25.915232,2010-Jul-26 16:25:37.800042,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
35,-36,0,45,0,36,0,45,3.14159,5,-0,-65.0671,51.9857,0,-55.0072,47.6099,0,-55.0072,47.6099,0,-65.3893,50.2984,0,0,0,-0,34.0598,30.2732,0,99.1269,-21.7125,0,10.0599,-4.37582,0,10.0599,-4.37582,0,-0.322153,-1.68734,0,65.0671,-51.9857,-0,89.0671,-17.3367,-0,89.0671,-17.3367,-0,99.4491,-20.0252,-0,34.0598,30.2732,2010-Jul-26 16:25:42.546308,2010-Jul-26 16:26:08.809679,2010-Jul-26 16:19:05.362513,2010-Jul-26 16:19:02.360955,SALIENT
